Machine_Type,pressure,Temperature,Vibration,Machineruntime,Date,Component,Maintenancetype,Actiontaken,Failure type,Downtime (hrs)
Drill,32.829,48.01519475,944.4371,11,26-07-2023,Lubrication,Predictive,Aligned,Overheating,7.3
Lathe,41.4374,28.57906715,742.4177,13,11-12-2023,Lubrication,Preventive,Aligned,Leakage,3.9
Lathe,71.4851,87.21208015,669.3171,8,02-11-2023,Shaft,Predictive,Lubricated,No Failure,0.1
Drill,49.5517,47.40505414,767.7975,12,29-01-2024,Shaft,Corrective,Inspected,Bearing failure,1.1
Lathe,60.8429,35.03444586,808.2047,6,05-04-2024,Lubrication,Preventive,Replaced,Bearing failure,0.3
Drill,34.1097,70.10644976,596.5808,6,06-09-2023,Coupling,Preventive,Lubricated,Bearing failure,8.6
Drill,42.1488,47.29999682,646.8581,8,25-12-2023,Lubrication,Preventive,Lubricated,Misalignment,7.5
Lathe,27.7318,81.63176659,832.1468,15,08-12-2024,Bearing,Corrective,Replaced,Leakage,3.7
Drill,39.4225,47.7170349,512.3233,19,27-10-2023,Shaft,Predictive,Cleaned,Misalignment,2.8
Mill,65.1384,80.43592658,702.4747,13,27-10-2023,Motor,Preventive,Replaced,Bearing failure,9
Lathe,28.7345,82.83194011,960.3447,18,21-10-2023,Lubrication,Corrective,Lubricated,Leakage,1.8
Drill,83.0533,34.54721009,878.1112,17,29-09-2023,Motor,Preventive,Inspected,Leakage,2.9
Drill,90.6949,40.30805639,604.9023,13,20-11-2023,Shaft,Corrective,Cleaned,No Failure,5.2
Lathe,21.6439,70.71707493,528.9658,14,28-06-2024,Gearbox,Preventive,Tightened,No Failure,3.9
Drill,75.8364,22.34026129,624.493,16,08-12-2024,Lubrication,Preventive,Tightened,No Failure,2.9
Mill,56.7983,79.14792236,996.477,13,28-01-2023,Motor,Predictive,Lubricated,Bearing failure,3.7
Drill,31.7078,54.39443886,757.733,18,21-04-2024,Shaft,Preventive,Refilled,Overheating,5.4
Drill,16.4541,96.53177114,668.2095,18,14-06-2024,Lubrication,Preventive,Flushed,Leakage,7.5
Lathe,24.1516,21.39691745,644.0639,16,23-05-2023,Bearing,Corrective,Tightened,No Failure,4
Lathe,32.0354,63.66977153,823.7926,15,21-05-2023,Gearbox,Predictive,Inspected,Bearing failure,8.2
Lathe,23.2174,67.05852689,788.4696,13,05-03-2023,Motor,Predictive,Aligned,Leakage,2
Drill,46.467,80.01313766,556.913,19,25-04-2024,Motor,Corrective,Tightened,Wear and tear,3.6
Lathe,27.5615,95.48898678,530.2528,19,18-01-2024,Lubrication,Corrective,Refilled,Bearing failure,1.1
Lathe,41.1545,70.54516696,858.2801,6,01-12-2024,Motor,Predictive,Checked,Overheating,5.5
Lathe,27.3107,30.94124948,571.4944,19,30-05-2024,Motor,Preventive,Refilled,No Failure,1
Drill,75.8738,42.92127604,735.5579,11,04-10-2024,Bearing,Corrective,Flushed,Bearing failure,0.6
Lathe,11.219,24.09327364,959.1805,14,04-02-2023,Coupling,Preventive,Aligned,Misalignment,5.1
Mill,61.409,27.51474224,633.695,17,06-12-2024,Coupling,Corrective,Refilled,Misalignment,0.5
Lathe,49.703,94.00906607,733.8125,8,07-06-2023,Coupling,Predictive,Tightened,Overheating,8.1
Drill,46.4688,25.62097847,523.141,16,27-11-2024,Lubrication,Predictive,Checked,No Failure,1.9
Mill,98.6511,97.59405171,801.1785,11,14-03-2023,Lubrication,Corrective,Lubricated,No Failure,1.3
Lathe,28.3334,69.44981661,726.4328,14,18-07-2023,Motor,Corrective,Repaired,Overheating,5.7
Drill,68.2947,25.22589664,978.3342,10,21-03-2024,Motor,Corrective,Replaced,Leakage,4.4
Drill,53.2887,76.61414428,718.6942,6,04-04-2024,Motor,Preventive,Aligned,Wear and tear,5.5
Drill,51.5786,82.31785335,702.6962,10,17-01-2023,Lubrication,Preventive,Cleaned,Bearing failure,0.5
Drill,43.5344,20.43633951,601.6808,13,31-10-2024,Shaft,Preventive,Refilled,Overheating,1.3
Mill,63.17,29.38449498,730.8864,15,27-05-2023,Gearbox,Corrective,Tightened,Overheating,4.4
Mill,16.6948,68.92939299,919.5156,10,22-09-2023,Lubrication,Predictive,Repaired,Misalignment,4.2
Drill,89.1903,29.24457067,755.0132,18,25-03-2023,Shaft,Predictive,Checked,No Failure,9
Mill,69.232,72.68729494,848.4653,12,15-08-2023,Motor,Corrective,Checked,Bearing failure,4.5
Mill,53.6846,62.63830289,743.6313,8,17-09-2023,Lubrication,Preventive,Inspected,No Failure,0.6
Drill,64.2269,80.99163368,813.5281,17,26-12-2024,Bearing,Predictive,Flushed,Wear and tear,2.8
Lathe,38.1101,69.83038252,843.1609,7,06-07-2023,Lubrication,Corrective,Replaced,No Failure,7.6
Lathe,82.8305,70.18726104,689.0843,8,19-04-2023,Lubrication,Predictive,Checked,Leakage,5.5
Drill,83.4776,87.21728474,881.4418,11,29-01-2023,Lubrication,Predictive,Aligned,Bearing failure,8.4
Mill,75.1271,56.75920403,666.8967,14,24-02-2024,Lubrication,Predictive,Flushed,Overheating,0.7
Mill,81.864,46.94158572,670.4109,7,28-10-2023,Lubrication,Preventive,Tightened,Bearing failure,9
Mill,29.0073,65.65950096,740.4802,18,14-12-2023,Lubrication,Corrective,Replaced,Leakage,4
Drill,35.9575,31.37734672,612.6917,10,25-03-2024,Motor,Corrective,Cleaned,Leakage,1.4
Lathe,21.288,19.67404177,610.8268,17,20-09-2023,Bearing,Preventive,Inspected,Bearing failure,8.6
Drill,52.4787,78.14491476,839.2734,10,07-01-2023,Bearing,Predictive,Flushed,No Failure,7.8
Drill,32.2987,51.07160003,886.7876,14,08-04-2023,Shaft,Predictive,Cleaned,No Failure,8.5
Drill,56.0885,55.86867562,517.9429,11,25-01-2023,Coupling,Predictive,Inspected,Wear and tear,5.9
Drill,26.1713,68.8106174,959.4824,17,16-11-2024,Shaft,Preventive,Tightened,Wear and tear,8.1
Mill,78.7631,93.04496872,934.144,12,08-06-2023,Shaft,Corrective,Aligned,Misalignment,2.6
Drill,55.6981,22.71300568,996.5117,9,18-08-2024,Lubrication,Corrective,Replaced,No Failure,6.7
Mill,74.3566,53.08551086,693.6416,10,05-07-2024,Motor,Corrective,Refilled,Bearing failure,1.5
Mill,21.2548,37.88574086,783.0723,10,18-11-2023,Gearbox,Predictive,Flushed,Bearing failure,8.6
Lathe,59.8661,27.80399448,924.0857,18,06-09-2024,Motor,Predictive,Checked,Misalignment,7.4
Lathe,34.2974,38.05177669,743.9856,8,20-07-2024,Shaft,Preventive,Checked,Wear and tear,3
Lathe,68.3332,85.72710077,511.2834,18,17-11-2023,Lubrication,Corrective,Tightened,No Failure,7.9
Lathe,67.7909,60.68571754,551.5664,12,29-12-2023,Bearing,Predictive,Repaired,Wear and tear,4.3
Drill,12.2167,12.97955037,950.6761,15,30-06-2023,Shaft,Preventive,Repaired,No Failure,4.4
Drill,21.4857,54.26051179,919.8307,11,26-01-2023,Coupling,Corrective,Refilled,Overheating,7.1
Drill,73.024,52.03507099,803.2941,10,16-05-2023,Bearing,Preventive,Inspected,Leakage,4.4
Lathe,75.0066,50.88021371,801.8676,9,13-09-2023,Motor,Predictive,Repaired,Overheating,2.7
Drill,35.2174,84.0755306,620.3271,17,14-12-2024,Bearing,Preventive,Replaced,No Failure,7.4
Lathe,60.9541,66.43705364,624.7542,12,27-03-2023,Bearing,Predictive,Repaired,Leakage,6.6
Lathe,71.3983,86.03496815,666.4572,8,16-11-2023,Motor,Preventive,Cleaned,Overheating,6.2
Mill,73.3703,35.2161156,665.232,17,03-06-2023,Shaft,Predictive,Tightened,Bearing failure,8.2
Mill,71.0805,24.38603412,978.3662,11,26-06-2023,Gearbox,Predictive,Refilled,No Failure,0.1
Lathe,77.6497,32.93694955,530.7351,10,05-10-2023,Shaft,Predictive,Aligned,Misalignment,7.8
Mill,51.3084,41.54856996,948.8664,17,20-02-2023,Shaft,Corrective,Refilled,Bearing failure,0.8
Mill,82.1621,12.64926241,566.2551,17,05-08-2023,Motor,Preventive,Cleaned,Misalignment,1.4
Mill,54.867,80.69752418,790.1856,8,12-02-2024,Motor,Preventive,Replaced,No Failure,2.4
Drill,72.5395,45.40305594,948.3528,17,24-09-2024,Bearing,Predictive,Replaced,No Failure,1.9
Lathe,42.6307,37.85939338,911.8247,13,18-12-2023,Coupling,Preventive,Checked,No Failure,4.8
Lathe,19.8022,18.00021247,518.1468,6,06-08-2024,Motor,Preventive,Tightened,Misalignment,0.6
Lathe,13.4306,60.90651636,769.173,14,23-01-2023,Coupling,Predictive,Refilled,Misalignment,7.7
Drill,73.6556,71.86648265,933.4866,10,07-04-2023,Gearbox,Preventive,Checked,No Failure,6.6
Mill,23.0553,85.44437031,762.8283,19,12-01-2023,Bearing,Corrective,Tightened,Misalignment,0.6
Mill,89.2277,98.1541565,906.0989,13,20-06-2023,Bearing,Predictive,Refilled,Overheating,4.8
Lathe,11.8588,83.54306711,853.08,6,04-08-2024,Lubrication,Preventive,Tightened,Leakage,6.7
Drill,70.5117,30.86603694,784.6015,13,23-02-2023,Shaft,Corrective,Tightened,Bearing failure,0.6
Mill,82.1729,51.30426108,645.2393,7,28-07-2024,Motor,Predictive,Refilled,Wear and tear,0.8
Mill,29.0955,44.32870698,798.0045,12,08-09-2023,Lubrication,Preventive,Checked,No Failure,5
Lathe,91.8578,81.29589975,854.5189,12,07-04-2024,Coupling,Corrective,Repaired,No Failure,5.5
Drill,30.6166,64.54528202,782.0016,14,03-04-2023,Gearbox,Corrective,Inspected,No Failure,6.6
Mill,73.6595,19.01382009,859.764,9,26-04-2024,Gearbox,Predictive,Flushed,Misalignment,0.4
Drill,89.0462,90.92562642,969.4222,19,30-10-2023,Coupling,Corrective,Aligned,Wear and tear,5.5
Lathe,95.976,84.14838873,863.3067,13,11-03-2023,Lubrication,Predictive,Repaired,No Failure,4.6
Drill,61.0747,12.46659713,913.6448,15,27-11-2024,Motor,Corrective,Repaired,Leakage,8.7
Drill,31.8546,52.99559978,547.1983,17,08-09-2023,Motor,Preventive,Inspected,Misalignment,9
Mill,22.2824,36.64149974,539.173,9,12-05-2023,Coupling,Preventive,Refilled,No Failure,7.9
Lathe,10.6573,26.2787591,919.226,6,06-04-2023,Bearing,Preventive,Checked,No Failure,6.3
Drill,41.7341,80.41978315,591.0045,8,09-11-2024,Motor,Corrective,Cleaned,No Failure,2.7
Lathe,77.7755,46.39623997,902.6799,13,22-12-2024,Lubrication,Preventive,Checked,Misalignment,5.3
Drill,38.8402,18.19611161,763.6521,14,22-03-2024,Shaft,Predictive,Replaced,Wear and tear,5.1
Drill,27.8712,70.77734388,550.3389,6,12-03-2023,Motor,Preventive,Refilled,No Failure,2.5
Lathe,66.2856,94.50386132,686.2229,7,23-10-2024,Bearing,Preventive,Inspected,Overheating,0.1
Drill,97.2997,18.23232248,858.7826,16,30-09-2023,Gearbox,Predictive,Lubricated,Wear and tear,1.4
Mill,18.8699,16.49285286,976.7656,17,02-10-2023,Gearbox,Corrective,Inspected,Misalignment,5.1
Lathe,23.4807,78.584408,904.9054,17,18-09-2024,Coupling,Predictive,Tightened,Bearing failure,8.6
Mill,47.2823,87.47278896,507.4226,11,05-01-2023,Gearbox,Corrective,Inspected,Bearing failure,4.1
Lathe,47.8766,93.8937583,608.9834,8,27-10-2024,Shaft,Corrective,Inspected,No Failure,0.5
Mill,72.516,98.91148839,526.0402,13,14-02-2024,Motor,Preventive,Refilled,Leakage,7.9
Mill,89.7651,13.98216661,956.5115,7,07-09-2024,Coupling,Preventive,Flushed,No Failure,8.1
Mill,68.3415,27.41037697,656.715,13,26-04-2023,Shaft,Corrective,Replaced,Wear and tear,7.2
Mill,89.335,98.0889739,786.37,15,13-07-2024,Shaft,Corrective,Flushed,No Failure,7.9
Mill,80.8087,12.78393489,976.1248,17,21-10-2023,Shaft,Corrective,Aligned,Wear and tear,7.2
Mill,50.1349,68.56518951,636.1491,12,02-10-2023,Lubrication,Predictive,Cleaned,Bearing failure,2.4
Drill,38.2152,87.43666342,677.9738,10,02-10-2024,Shaft,Corrective,Inspected,Overheating,2.4
Lathe,49.9884,24.99900613,624.4186,13,08-07-2023,Coupling,Preventive,Replaced,No Failure,1.9
Lathe,29.3572,35.48113524,827.6039,7,25-10-2024,Shaft,Predictive,Replaced,Leakage,4.7
Mill,84.7823,64.10887533,663.5506,13,12-02-2024,Motor,Corrective,Cleaned,Wear and tear,5.5
Drill,84.4569,59.31619493,936.4379,10,02-06-2024,Motor,Predictive,Repaired,Bearing failure,3.5
Lathe,26.784,77.69555647,737.3432,19,06-12-2023,Lubrication,Predictive,Flushed,Overheating,3.4
Drill,15.6941,15.86182299,532.1401,7,09-10-2023,Motor,Corrective,Aligned,Misalignment,2.3
Lathe,53.2637,96.18117932,743.9535,13,22-09-2023,Lubrication,Corrective,Checked,Overheating,9
Drill,15.9081,59.30465141,680.6501,14,07-02-2023,Motor,Corrective,Lubricated,Bearing failure,7.8
Drill,40.3534,24.94670407,926.5116,9,20-04-2023,Lubrication,Predictive,Inspected,Wear and tear,1
Lathe,48.9245,37.01186596,883.5128,18,05-12-2024,Coupling,Preventive,Replaced,No Failure,5.4
Mill,76.4085,84.86967973,941.1858,16,29-02-2024,Lubrication,Preventive,Aligned,Misalignment,1.8
Mill,94.2075,42.19647699,574.7126,19,26-08-2023,Shaft,Preventive,Tightened,No Failure,4.1
Lathe,13.0739,79.8287848,741.9238,17,13-02-2024,Coupling,Preventive,Lubricated,Bearing failure,8
Mill,93.6432,74.80551693,962.8225,18,21-10-2023,Lubrication,Preventive,Tightened,Misalignment,7
Mill,63.7754,74.73309718,709.2069,6,25-12-2024,Bearing,Corrective,Repaired,Bearing failure,3.8
Drill,33.1869,75.42028767,576.7191,8,20-07-2023,Gearbox,Preventive,Aligned,Misalignment,1.5
Lathe,41.9943,20.03336181,591.8469,16,05-11-2024,Bearing,Predictive,Lubricated,Overheating,1.4
Mill,12.2959,65.99330866,967.7551,15,13-05-2024,Shaft,Corrective,Checked,Bearing failure,7.5
Mill,85.6365,78.68831757,912.4311,16,29-11-2024,Coupling,Preventive,Refilled,Overheating,4.3
Drill,50.5687,89.53744441,837.0606,11,06-10-2023,Gearbox,Preventive,Lubricated,Bearing failure,6.2
Lathe,20.0159,49.11696622,556.2688,11,21-06-2023,Bearing,Preventive,Lubricated,Leakage,0.3
Mill,43.1644,78.75399262,887.09,10,30-09-2024,Coupling,Predictive,Flushed,Misalignment,0.1
Lathe,53.3702,77.72420492,868.4996,18,05-12-2024,Bearing,Preventive,Flushed,Bearing failure,1
Drill,74.7038,63.46189693,563.3158,11,02-12-2024,Coupling,Corrective,Aligned,No Failure,8.9
Lathe,97.2211,44.58678185,809.2655,16,30-06-2024,Motor,Corrective,Inspected,Wear and tear,4.8
Lathe,16.6798,47.13764955,699.6442,18,09-11-2023,Motor,Corrective,Refilled,Wear and tear,6.6
Drill,31.7826,20.57440068,811.5868,14,09-02-2023,Motor,Preventive,Refilled,Leakage,6.4
Lathe,11.8312,25.67573406,737.0851,17,24-08-2023,Coupling,Predictive,Tightened,No Failure,3.4
Lathe,97.7944,63.99484972,901.3907,12,04-08-2023,Coupling,Preventive,Lubricated,Wear and tear,8.6
Drill,34.295,81.0346754,899.2207,15,22-05-2023,Motor,Corrective,Refilled,Wear and tear,2.7
Lathe,29.9927,74.65122691,892.8991,8,26-03-2023,Motor,Corrective,Checked,Wear and tear,0.8
Drill,36.6271,83.94572466,560.1117,14,30-05-2023,Gearbox,Preventive,Refilled,Overheating,7.8
Drill,64.8347,79.11172178,716.8996,11,02-04-2023,Motor,Predictive,Repaired,No Failure,4.1
Drill,44.3957,53.67959466,824.9867,19,24-11-2023,Lubrication,Predictive,Inspected,Misalignment,1.6
Drill,42.9418,85.77245324,905.7086,9,04-04-2024,Gearbox,Predictive,Cleaned,Bearing failure,3.6
Lathe,47.8387,65.6085779,855.9214,18,20-08-2024,Motor,Corrective,Lubricated,No Failure,0
Lathe,79.9931,26.38227639,535.7554,15,22-03-2023,Gearbox,Predictive,Tightened,Overheating,6.9
Lathe,27.5517,41.10585831,906.9183,16,22-03-2024,Motor,Corrective,Refilled,No Failure,8.9
Drill,56.8917,58.94294394,754.4059,13,16-08-2024,Motor,Predictive,Repaired,Bearing failure,1.7
Lathe,95.2462,31.45172788,518.3532,6,01-01-2023,Shaft,Corrective,Flushed,Misalignment,1.8
Lathe,17.2941,64.99334711,718.6611,6,22-01-2023,Lubrication,Preventive,Tightened,No Failure,3.6
Lathe,84.9188,41.31800661,595.5806,7,12-04-2023,Coupling,Preventive,Lubricated,No Failure,6.1
Lathe,32.1456,59.83225327,790.5749,9,21-12-2024,Shaft,Predictive,Lubricated,Misalignment,2.9
Mill,87.7816,32.2253457,964.1337,11,21-03-2024,Shaft,Corrective,Replaced,No Failure,5.5
Lathe,13.4125,75.52142558,703.2782,17,10-03-2024,Bearing,Corrective,Aligned,No Failure,6
Drill,61.5109,35.22614128,953.7786,17,25-04-2024,Bearing,Preventive,Aligned,No Failure,5
Drill,37.8397,28.6214282,691.9654,19,06-04-2023,Bearing,Preventive,Lubricated,No Failure,2.3
Mill,77.201,91.35404412,903.5244,9,16-11-2024,Motor,Predictive,Replaced,Overheating,4.1
Lathe,47.4678,42.03858939,967.3965,17,06-03-2023,Gearbox,Corrective,Repaired,Overheating,5.8
Mill,45.2642,51.71558766,790.4704,14,25-05-2024,Coupling,Predictive,Aligned,No Failure,3.7
Mill,81.4112,46.45332997,988.8601,7,16-08-2024,Gearbox,Preventive,Repaired,Wear and tear,6.1
Mill,34.2024,34.98783178,710.4283,16,27-04-2024,Gearbox,Preventive,Checked,No Failure,7
Mill,17.7895,66.30708236,675.4782,13,23-11-2023,Lubrication,Corrective,Refilled,Leakage,1.9
Lathe,13.6071,96.12312417,974.3037,19,16-09-2023,Shaft,Preventive,Lubricated,Leakage,4.6
Lathe,16.5291,57.2675655,840.1835,16,11-04-2023,Lubrication,Predictive,Inspected,No Failure,2.8
Drill,77.4016,10.32985785,893.5414,16,04-04-2023,Shaft,Corrective,Replaced,No Failure,9
Drill,33.5158,41.61455793,976.949,13,12-05-2023,Gearbox,Corrective,Flushed,No Failure,4
Drill,24.82,62.8594798,834.3597,19,14-03-2023,Coupling,Preventive,Flushed,Wear and tear,3.4
Lathe,47.2449,86.66168866,575.42,8,07-02-2024,Gearbox,Preventive,Refilled,Leakage,4.6
Lathe,85.9572,84.36978981,576.2996,7,07-12-2023,Coupling,Preventive,Replaced,Bearing failure,4
Lathe,83.7294,80.77650991,941.6857,13,10-05-2024,Coupling,Predictive,Cleaned,Leakage,8.2
Mill,88.1726,56.81414989,881.1251,7,09-11-2024,Gearbox,Preventive,Aligned,Leakage,3.7
Lathe,10.0223,63.71995524,751.3956,13,09-12-2023,Coupling,Preventive,Flushed,Misalignment,5.2
Mill,64.2071,88.79010457,586.681,14,15-07-2023,Motor,Preventive,Tightened,Overheating,5.5
Mill,31.3377,82.94009828,651.7442,17,29-09-2023,Shaft,Corrective,Repaired,Misalignment,0.3
Mill,24.2766,50.68181558,620.3128,19,30-12-2024,Motor,Corrective,Replaced,Bearing failure,1
Drill,85.3865,87.05958137,929.9251,16,14-01-2024,Bearing,Predictive,Replaced,Misalignment,5.6
Mill,54.1511,91.74748923,505.0812,13,28-09-2024,Gearbox,Corrective,Checked,Bearing failure,3.6
Lathe,36.8406,97.15349842,851.2234,10,05-03-2023,Lubrication,Preventive,Flushed,No Failure,3.3
Lathe,65.6888,43.22927523,864.6737,13,10-04-2023,Lubrication,Corrective,Lubricated,Overheating,9
Mill,41.3106,73.9644895,805.7461,12,01-06-2024,Motor,Corrective,Refilled,Bearing failure,1.2
Drill,56.3553,76.26752838,914.3617,11,06-11-2024,Lubrication,Corrective,Flushed,Misalignment,6.5
Drill,32.6715,17.84337612,810.1945,14,16-05-2024,Lubrication,Predictive,Cleaned,No Failure,7.5
Lathe,48.5487,42.9110819,752.2639,18,14-05-2023,Shaft,Corrective,Replaced,Wear and tear,4.2
Mill,97.9098,45.5592789,953.9721,14,30-12-2023,Coupling,Corrective,Replaced,Bearing failure,2.3
Drill,81.0203,93.69198726,880.2201,14,21-05-2023,Coupling,Corrective,Repaired,Overheating,4.1
Lathe,92.0564,48.80955098,525.4394,17,13-07-2023,Bearing,Corrective,Replaced,Misalignment,0.7
Mill,81.9458,57.86500774,779.9318,8,03-11-2024,Bearing,Preventive,Checked,Leakage,5.8
Drill,33.1914,35.18148798,702.2446,11,17-08-2023,Coupling,Corrective,Inspected,Overheating,8.1
Mill,66.8818,53.33012898,545.6167,14,22-01-2023,Bearing,Corrective,Inspected,No Failure,8.3
Lathe,47.7314,87.52353172,913.5674,18,18-06-2024,Shaft,Preventive,Cleaned,Bearing failure,5.2
Drill,90.684,73.78335806,556.269,19,14-11-2024,Bearing,Corrective,Checked,Overheating,8.3
Mill,52.4869,23.15957124,894.4166,9,16-02-2024,Gearbox,Corrective,Replaced,Leakage,5.4
Drill,35.3286,42.84291453,514.4362,14,19-06-2023,Gearbox,Predictive,Flushed,Bearing failure,8.1
Mill,69.1344,45.53663911,663.3318,13,15-11-2023,Bearing,Predictive,Aligned,No Failure,3.2
Mill,98.6968,14.71065404,707.6067,18,13-01-2024,Bearing,Preventive,Aligned,Overheating,4.6
Lathe,73.8987,46.29428523,710.3862,13,03-07-2023,Gearbox,Predictive,Repaired,No Failure,6.9
Drill,32.4914,26.42897964,735.4475,9,07-02-2023,Coupling,Corrective,Flushed,Bearing failure,8.3
Mill,38.7389,58.02378253,543.7041,6,22-06-2024,Motor,Corrective,Tightened,Misalignment,0.7
Mill,57.5961,31.93149152,578.9417,13,05-06-2024,Motor,Predictive,Lubricated,Bearing failure,4.6
Drill,21.4226,10.0511021,784.4058,6,14-09-2023,Shaft,Predictive,Tightened,Overheating,3
Mill,84.3404,89.69710104,600.9291,17,08-11-2024,Bearing,Predictive,Checked,No Failure,2.6
Mill,50.1622,60.23118261,929.7355,9,05-12-2024,Bearing,Corrective,Refilled,Leakage,6.2
Drill,68.0217,33.92754788,605.9021,18,16-05-2023,Coupling,Preventive,Inspected,Bearing failure,6.2
Lathe,64.1177,82.62039302,623.5933,16,06-03-2023,Coupling,Predictive,Checked,Bearing failure,5.7
Drill,31.2462,11.45093347,982.1069,8,30-09-2023,Coupling,Predictive,Lubricated,Leakage,4.5
Mill,10.6889,85.40878905,870.9572,10,19-07-2023,Motor,Preventive,Lubricated,Wear and tear,7.1
Mill,65.5857,17.04440677,647.3962,6,27-10-2023,Bearing,Corrective,Checked,No Failure,2.3
Drill,27.3717,56.91606011,831.1844,19,29-12-2024,Shaft,Corrective,Lubricated,Wear and tear,0.2
Mill,15.1792,21.42969163,730.2458,15,18-06-2024,Bearing,Predictive,Flushed,No Failure,1.7
Lathe,58.3453,11.64409374,585.6133,17,01-11-2024,Gearbox,Preventive,Aligned,Bearing failure,1.4
Mill,18.5564,67.78576191,650.4362,8,30-05-2024,Shaft,Corrective,Repaired,Bearing failure,5.4
Drill,14.3413,37.75247375,919.8725,10,05-11-2024,Gearbox,Predictive,Repaired,Overheating,6.3
Mill,77.6041,53.50024001,775.4176,8,02-02-2024,Motor,Corrective,Tightened,Wear and tear,0.4
Mill,71.1417,44.31031648,742.1054,15,06-09-2024,Gearbox,Predictive,Lubricated,No Failure,6.9
Mill,98.6607,46.12386006,762.8348,19,21-12-2024,Coupling,Predictive,Replaced,Overheating,1.1
Mill,90.697,62.72271197,701.9555,15,02-12-2023,Lubrication,Predictive,Checked,Overheating,5.7
Mill,22.0666,19.40499864,882.131,9,01-05-2023,Shaft,Preventive,Tightened,Misalignment,6.6
Lathe,81.8885,84.30147819,524.3643,8,22-06-2024,Shaft,Predictive,Checked,Leakage,8.3
Mill,59.4544,51.91060032,732.4056,18,14-11-2023,Bearing,Predictive,Inspected,Misalignment,3.6
Lathe,75.906,46.54946527,978.1911,6,20-11-2023,Motor,Preventive,Aligned,Wear and tear,5.2
Mill,95.2112,95.27130481,689.4693,19,24-08-2024,Coupling,Corrective,Tightened,Bearing failure,5.8
